# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 20 14:40:07 2021
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
#
pl_name,hostname,gaia_id,default_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim
Kepler-769 b,Kepler-769,Gaia DR2 2051933343073295232,1,7.42608998,0.00001952,-0.00001952,0,,,,,,,,
Kepler-769 c,Kepler-769,Gaia DR2 2051933343073295232,1,15.98701740,0.00019990,-0.00019990,0,,,,,,,,
Kepler-77 b,Kepler-77,Gaia DR2 2126912305142208384,1,3.57878087,0.00000023,-0.00000023,0,0.045010,0.000630,-0.000630,0,136.66100,10.17000,-10.17000,0
Kepler-770 b,Kepler-770,Gaia DR2 2099980386293545216,1,18.92540274,0.00005291,-0.00005291,0,,,,,,,,
Kepler-770 c,Kepler-770,Gaia DR2 2099980386293545216,1,1.47532231,0.00000419,-0.00000419,0,,,,,,,,
Kepler-770 d,Kepler-770,Gaia DR2 2099980386293545216,1,4.15244722,0.00001685,-0.00001685,0,,,,,,,,
Kepler-771 b,Kepler-771,Gaia DR2 2099527421862552832,1,8.73485836,0.00004732,-0.00004732,0,,,,,,,,
Kepler-772 b,Kepler-772,Gaia DR2 2052585044228107008,1,12.99207337,0.00005428,-0.00005428,0,,,,,,,,
Kepler-773 b,Kepler-773,Gaia DR2 2052603289249806976,1,3.74910006,0.00000714,-0.00000714,0,,,,,,,,
Kepler-774 b,Kepler-774,Gaia DR2 2052629162133190784,1,11.08957230,0.00004373,-0.00004373,0,,,,,,,,
Kepler-775 b,Kepler-775,Gaia DR2 2101711155037463040,1,0.97486893,0.00000080,-0.00000080,0,,,,,,,,
Kepler-776 b,Kepler-776,Gaia DR2 2102410719308323584,1,4.89718784,0.00001969,-0.00001969,0,,,,,,,,
Kepler-777 b,Kepler-777,Gaia DR2 2105358166383528192,1,5.72812599,0.00002019,-0.00002019,0,,,,,,,,
Kepler-778 b,Kepler-778,Gaia DR2 2106046632461881856,1,3.75574426,0.00001083,-0.00001083,0,,,,,,,,
Kepler-779 b,Kepler-779,Gaia DR2 2105915343901864832,1,7.09714223,0.00002921,-0.00002921,0,,,,,,,,
Kepler-78 b,Kepler-78,Gaia DR2 2078373642776670080,1,0.35500744,0.00000006,-0.00000006,0,,,,,1.96716,0.53449,-0.53449,0
Kepler-780 b,Kepler-780,Gaia DR2 2117396336940399616,1,0.67737516,0.00000125,-0.00000125,0,,,,,,,,
Kepler-781 b,Kepler-781,Gaia DR2 2130857627739052928,1,13.21407320,0.00003577,-0.00003577,0,,,,,,,,
Kepler-782 b,Kepler-782,Gaia DR2 2130920471701096576,1,158.68533080,0.00043730,-0.00043730,0,,,,,,,,
Kepler-783 b,Kepler-783,Gaia DR2 2129164173675031936,1,4.29264638,0.00003429,-0.00003429,0,,,,,,,,
Kepler-783 c,Kepler-783,Gaia DR2 2129164173675031936,1,7.05395000,,,0,,,,,,,,
Kepler-784 b,Kepler-784,Gaia DR2 2080605823183999616,1,31.59226460,0.00068090,-0.00068090,0,,,,,,,,
Kepler-785 b,Kepler-785,Gaia DR2 2052722689341030656,1,1.97376093,0.00000010,-0.00000010,0,,,,,,,,
Kepler-786 b,Kepler-786,Gaia DR2 2052392835854583936,1,53.52934870,0.00025710,-0.00025710,0,,,,,,,,
Kepler-787 b,Kepler-787,Gaia DR2 2052736123999181824,1,0.92831050,0.00000220,-0.00000220,0,,,,,,,,
Kepler-788 b,Kepler-788,Gaia DR2 2052874318864239616,1,8.39846269,0.00005719,-0.00005719,0,,,,,,,,
Kepler-789 b,Kepler-789,Gaia DR2 2073176491847171840,1,8.63847725,0.00003071,-0.00003071,0,,,,,,,,
Kepler-79 b,Kepler-79,Gaia DR2 2076085318570299136,1,13.48450000,0.00020000,-0.00020000,0,0.117000,0.002000,-0.002000,0,10.90000,7.40000,-6.00000,0
Kepler-79 c,Kepler-79,Gaia DR2 2076085318570299136,1,27.40290000,0.00080000,-0.00060000,0,0.187000,0.002000,-0.003000,0,5.90000,1.90000,-2.30000,0
Kepler-79 d,Kepler-79,Gaia DR2 2076085318570299136,1,52.09020000,0.00090000,-0.00100000,0,0.287000,0.004000,-0.004000,0,6.00000,2.10000,-1.60000,0
Kepler-79 e,Kepler-79,Gaia DR2 2076085318570299136,1,81.06590000,0.00130000,-0.00110000,0,0.386000,0.005000,-0.005000,0,4.10000,1.20000,-1.10000,0
Kepler-790 b,Kepler-790,Gaia DR2 2100369888287148416,1,13.73469807,0.00004026,-0.00004026,0,,,,,,,,
Kepler-791 b,Kepler-791,Gaia DR2 2052397886736075264,1,14.55397590,0.00010020,-0.00010020,0,,,,,,,,
Kepler-792 b,Kepler-792,Gaia DR2 2052717466660745984,1,11.30119217,0.00006491,-0.00006491,0,,,,,,,,
Kepler-793 b,Kepler-793,Gaia DR2 2052144621107902208,1,4.24153639,0.00002259,-0.00002259,0,,,,,,,,
Kepler-794 b,Kepler-794,Gaia DR2 2099681216051775616,1,11.13125132,0.00003571,-0.00003571,0,,,,,,,,
Kepler-795 b,Kepler-795,Gaia DR2 2052653729346427136,1,29.61934210,0.00011440,-0.00011440,0,,,,,,,,
Kepler-796 b,Kepler-796,Gaia DR2 2099651529238509696,1,6.40087618,0.00002313,-0.00002313,0,,,,,,,,
Kepler-797 b,Kepler-797,Gaia DR2 2076947266967292928,1,27.07237711,0.00009275,-0.00009275,0,,,,,,,,
Kepler-798 b,Kepler-798,Gaia DR2 2125709405062046976,1,13.71933369,0.00005734,-0.00005734,0,,,,,,,,
Kepler-799 b,Kepler-799,,1,133.46052350,0.00025300,-0.00025300,0,,,,,,,,
Kepler-8 b,Kepler-8,Gaia DR2 2116730994965905280,1,3.52249910,0.00000070,-0.00000070,0,0.047400,0.001800,-0.002100,0,187.51970,41.31790,-38.13960,0
Kepler-80 b,Kepler-80,Gaia DR2 2076328963475704576,1,7.05246000,0.00020000,-0.00022000,0,0.064800,0.000900,-0.000900,0,6.93000,1.05000,-0.70000,0
Kepler-80 c,Kepler-80,Gaia DR2 2076328963475704576,1,9.52355000,0.00041000,-0.00029000,0,0.079200,0.001100,-0.001100,0,6.74000,1.23000,-0.86000,0
Kepler-80 d,Kepler-80,Gaia DR2 2076328963475704576,1,3.07222000,0.00006000,-0.00004000,0,0.037200,0.000500,-0.000500,0,6.75000,0.69000,-0.51000,0
Kepler-80 e,Kepler-80,Gaia DR2 2076328963475704576,1,4.64489000,0.00020000,-0.00019000,0,0.049100,0.000700,-0.000700,0,4.13000,0.81000,-0.95000,0
Kepler-80 f,Kepler-80,Gaia DR2 2076328963475704576,1,0.98678730,0.00000006,-0.00000006,0,0.017500,0.000200,-0.000200,0,,,,
Kepler-80 g,Kepler-80,Gaia DR2 2076328963475704576,1,14.64558000,0.00012000,-0.00012000,0,,,,,,,,
Kepler-800 b,Kepler-800,Gaia DR2 2106132875405444352,1,14.13176026,0.00004273,-0.00004273,0,,,,,,,,
Kepler-801 b,Kepler-801,Gaia DR2 2106293816419205504,1,11.41928253,0.00002439,-0.00002439,0,,,,,,,,
Kepler-802 b,Kepler-802,Gaia DR2 2106333879874204288,1,40.05874730,0.00010920,-0.00010920,0,,,,,,,,
Kepler-803 b,Kepler-803,Gaia DR2 2079139864948330752,1,50.28638192,0.00008862,-0.00008862,0,,,,,,,,
Kepler-804 b,Kepler-804,Gaia DR2 2126432677554353280,1,14.37457351,0.00003236,-0.00003236,0,,,,,,,,
Kepler-804 c,Kepler-804,Gaia DR2 2126432677554353280,1,9.65185017,0.00005013,-0.00005013,0,,,,,,,,
Kepler-805 b,Kepler-805,Gaia DR2 2126508676995012352,1,30.86389310,0.00012590,-0.00012590,0,,,,,,,,
Kepler-806 b,Kepler-806,Gaia DR2 2079752464723012096,1,8.09219642,0.00003302,-0.00003302,0,,,,,,,,
Kepler-807 b,Kepler-807,Gaia DR2 2130955518633883008,1,117.93108781,0.00008603,-0.00008603,0,,,,,,,,
Kepler-808 b,Kepler-808,Gaia DR2 2129330577887487744,1,0.63133235,0.00000035,-0.00000035,0,,,,,,,,
Kepler-809 b,Kepler-809,Gaia DR2 2130951464184187392,1,55.63934000,0.00018250,-0.00018250,0,,,,,,,,
Kepler-81 b,Kepler-81,Gaia DR2 2077816087307845248,1,5.95500000,,,0,,,,,,,,
Kepler-81 c,Kepler-81,Gaia DR2 2077816087307845248,1,12.04000000,,,0,,,,,,,,
Kepler-81 d,Kepler-81,Gaia DR2 2077816087307845248,1,20.83784600,0.00018100,-0.00018100,0,0.128000,,,0,,,,
Kepler-810 b,Kepler-810,Gaia DR2 2086631456141614848,1,4.59725385,0.00002999,-0.00002999,0,,,,,,,,
Kepler-811 b,Kepler-811,Gaia DR2 2131496856310537984,1,23.58447697,0.00007601,-0.00007601,0,,,,,,,,
Kepler-812 b,Kepler-812,Gaia DR2 2130968334816264576,1,10.11716531,0.00002533,-0.00002533,0,,,,,,,,
Kepler-813 b,Kepler-813,Gaia DR2 2131910341401451264,1,19.12947337,0.00007455,-0.00007455,0,,,,,,,,
Kepler-814 b,Kepler-814,Gaia DR2 2131593269736776576,1,6.14698510,0.00002500,-0.00002500,0,,,,,,,,
Kepler-815 b,Kepler-815,Gaia DR2 2131495378841740800,1,8.57503552,0.00005910,-0.00005910,0,,,,,,,,
Kepler-816 b,Kepler-816,Gaia DR2 2052356964290178048,1,10.50682565,0.00000382,-0.00000382,0,,,,,,,,
Kepler-817 b,Kepler-817,Gaia DR2 2073195870740245504,1,3.99010623,0.00000136,-0.00000136,0,,,,,,,,
Kepler-818 b,Kepler-818,Gaia DR2 2073292868278609664,1,10.03538581,0.00000659,-0.00000659,0,,,,,,,,
Kepler-819 b,Kepler-819,Gaia DR2 2076186611079704320,1,33.19956480,0.00011740,-0.00011740,0,,,,,,,,
Kepler-82 b,Kepler-82,Gaia DR2 2125850623586710400,1,26.44000000,0.48000000,-0.48000000,0,0.168300,0.002000,-0.002000,0,12.15000,0.96000,-0.87000,0
Kepler-82 c,Kepler-82,Gaia DR2 2125850623586710400,1,51.54000000,0.94000000,-0.94000000,0,0.262600,0.003200,-0.003200,0,13.90000,1.30000,-1.20000,0
Kepler-82 d,Kepler-82,Gaia DR2 2125850623586710400,1,2.38296100,0.00000500,-0.00000500,0,0.034000,,,0,,,,
Kepler-82 e,Kepler-82,Gaia DR2 2125850623586710400,1,5.90220600,0.00001200,-0.00001200,0,0.063000,,,0,,,,
Kepler-82 f,Kepler-82,Gaia DR2 2125850623586710400,1,75.73200000,0.01200000,-0.01200000,0,0.339500,0.004100,-0.004100,0,20.90000,1.00000,-1.00000,0
Kepler-820 b,Kepler-820,Gaia DR2 2052968773786517760,1,127.83380980,0.00030820,-0.00030820,0,,,,,,,,
Kepler-821 b,Kepler-821,Gaia DR2 2100279865772807424,1,1.92279873,0.00000482,-0.00000482,0,,,,,,,,
Kepler-822 b,Kepler-822,Gaia DR2 2053165655089863808,1,3.22296927,0.00000946,-0.00000946,0,,,,,,,,
Kepler-823 b,Kepler-823,Gaia DR2 2100216609495590912,1,4.16809082,0.00001748,-0.00001748,0,,,,,,,,
Kepler-824 b,Kepler-824,Gaia DR2 2101074331646054656,1,4.51436633,0.00001397,-0.00001397,0,,,,,,,,
Kepler-825 b,Kepler-825,Gaia DR2 2076249351963553152,1,3.77360059,0.00001242,-0.00001242,0,,,,,,,,
Kepler-825 c,Kepler-825,Gaia DR2 2076249351963553152,1,8.18182460,0.00002265,-0.00002265,0,,,,,,,,
Kepler-826 b,Kepler-826,Gaia DR2 2100219392634493568,1,4.48758907,0.00001653,-0.00001653,0,,,,,,,,
Kepler-827 b,Kepler-827,Gaia DR2 2077954724552784640,1,51.92927591,0.00009288,-0.00009288,0,,,,,,,,
Kepler-828 b,Kepler-828,Gaia DR2 2105474852056221824,1,0.56785714,0.00000044,-0.00000044,0,,,,,,,,
Kepler-829 b,Kepler-829,Gaia DR2 2104759585381348608,1,6.88337562,0.00001963,-0.00001963,0,,,,,,,,
Kepler-83 b,Kepler-83,Gaia DR2 2105261134483173632,1,9.77000000,,,0,,,,,,,,
Kepler-83 c,Kepler-83,Gaia DR2 2105261134483173632,1,20.09000000,,,0,,,,,,,,
Kepler-83 d,Kepler-83,Gaia DR2 2105261134483173632,1,5.16979600,0.00001600,-0.00001600,0,0.051000,,,0,,,,
Kepler-830 b,Kepler-830,Gaia DR2 2077956171962729856,1,11.29695137,0.00006299,-0.00006299,0,,,,,,,,
Kepler-831 b,Kepler-831,Gaia DR2 2077954866292643840,1,5.62153941,0.00001272,-0.00001272,0,,,,,,,,
Kepler-832 b,Kepler-832,Gaia DR2 2079804588446924672,1,7.13969410,0.00002817,-0.00002817,0,,,,,,,,
Kepler-833 b,Kepler-833,Gaia DR2 2127461236320786688,1,18.75469980,0.00005142,-0.00005142,0,,,,,,,,
Kepler-834 b,Kepler-834,Gaia DR2 2106246984096567552,1,13.32388301,0.00005212,-0.00005212,0,,,,,,,,
Kepler-835 b,Kepler-835,Gaia DR2 2107026774059090304,1,11.41909375,0.00007116,-0.00007116,0,,,,,,,,
Kepler-836 b,Kepler-836,Gaia DR2 2130282789316404736,1,11.36112327,0.00002363,-0.00002363,0,,,,,,,,
Kepler-837 b,Kepler-837,Gaia DR2 2107265028783828736,1,16.56059504,0.00004293,-0.00004293,0,,,,,,,,
Kepler-838 b,Kepler-838,Gaia DR2 2106520040936657536,1,15.74957994,0.00004687,-0.00004687,0,,,,,,,,
Kepler-839 b,Kepler-839,Gaia DR2 2127396880530950272,1,37.81445140,0.00015450,-0.00015450,0,,,,,,,,
Kepler-84 b,Kepler-84,Gaia DR2 2073776859551124992,1,8.72600000,,,0,,,,,,,,
Kepler-84 c,Kepler-84,Gaia DR2 2073776859551124992,1,12.88300000,,,0,,,,,,,,
Kepler-84 d,Kepler-84,Gaia DR2 2073776859551124992,1,4.22453700,0.00004200,-0.00004200,0,0.052000,,,0,,,,
Kepler-84 e,Kepler-84,Gaia DR2 2073776859551124992,1,27.43438900,0.00022400,-0.00022400,0,0.181000,,,0,,,,
Kepler-84 f,Kepler-84,Gaia DR2 2073776859551124992,1,44.55216900,0.00081200,-0.00081200,0,0.250000,,,0,,,,
Kepler-840 b,Kepler-840,Gaia DR2 2134884520357421824,1,2.49577962,0.00000048,-0.00000048,0,,,,,,,,
Kepler-841 b,Kepler-841,Gaia DR2 2131804165512770176,1,124.41983980,0.00033100,-0.00033100,0,,,,,,,,
Kepler-842 b,Kepler-842,Gaia DR2 2129861435845006208,1,1.21956827,0.00000110,-0.00000110,0,,,,,,,,
Kepler-843 b,Kepler-843,Gaia DR2 2086809645744257792,1,2.05387982,0.00000290,-0.00000290,0,,,,,,,,
Kepler-844 b,Kepler-844,Gaia DR2 2131232114526859520,1,2.61302086,0.00000624,-0.00000624,0,,,,,,,,
Kepler-845 b,Kepler-845,Gaia DR2 2129939398090453504,1,0.92785982,0.00000055,-0.00000055,0,,,,,,,,
Kepler-846 b,Kepler-846,Gaia DR2 2131294885469721984,1,19.80792185,0.00008966,-0.00008966,0,,,,,,,,
Kepler-847 b,Kepler-847,Gaia DR2 2131884640317332608,1,2.34323190,0.00000757,-0.00000757,0,,,,,,,,
Kepler-848 b,Kepler-848,Gaia DR2 2129014330855767040,1,6.91134416,0.00002461,-0.00002461,0,,,,,,,,
Kepler-849 b,Kepler-849,Gaia DR2 2129512821938786176,1,394.62449040,0.00088750,-0.00088750,0,,,,,,,,
Kepler-85 b,Kepler-85,Gaia DR2 2127398083121764736,1,8.30600000,,,0,,,,,,,,
Kepler-85 c,Kepler-85,Gaia DR2 2127398083121764736,1,12.51300000,,,0,,,,,,,,
Kepler-85 d,Kepler-85,Gaia DR2 2127398083121764736,1,17.91323000,0.00026600,-0.00026600,0,0.130000,,,0,,,,
Kepler-85 e,Kepler-85,Gaia DR2 2127398083121764736,1,25.21675100,0.00071800,-0.00071800,0,0.163000,,,0,,,,
Kepler-850 b,Kepler-850,Gaia DR2 2128927297638946176,1,7.19303878,0.00003818,-0.00003818,0,,,,,,,,
Kepler-851 b,Kepler-851,Gaia DR2 2134808963293894912,1,8.50699658,0.00003708,-0.00003708,0,,,,,,,,
Kepler-852 b,Kepler-852,Gaia DR2 2086727319810829440,1,44.93098040,0.00024000,-0.00024000,0,,,,,,,,
Kepler-853 b,Kepler-853,Gaia DR2 2131859244171951616,1,7.16892463,0.00002302,-0.00002302,0,,,,,,,,
Kepler-854 b,Kepler-854,Gaia DR2 2077841169916858240,1,2.14463285,0.00000068,-0.00000068,0,,,,,,,,
Kepler-855 b,Kepler-855,Gaia DR2 2078088005976092416,1,7.88663110,0.00000247,-0.00000247,0,,,,,,,,
Kepler-856 b,Kepler-856,Gaia DR2 2127698215436676864,1,8.02768059,0.00000201,-0.00000201,0,,,,,,,,
Kepler-857 b,Kepler-857,Gaia DR2 2078176589682140160,1,85.35129427,0.00009562,-0.00009562,0,,,,,,,,
Kepler-858 b,Kepler-858,Gaia DR2 2133344791759137152,1,76.13602028,0.00005533,-0.00005533,0,,,,,,,,
Kepler-859 b,Kepler-859,Gaia DR2 2105604800586437760,1,20.38177573,0.00005321,-0.00005321,0,,,,,,,,
Kepler-860 b,Kepler-860,Gaia DR2 2080406364902715776,1,5.10137945,0.00000894,-0.00000894,0,,,,,,,,
Kepler-861 b,Kepler-861,Gaia DR2 2128256286308183552,1,3.94963138,0.00000549,-0.00000549,0,,,,,,,,
Kepler-862 b,Kepler-862,Gaia DR2 2080286483776060544,1,3.14866453,0.00000703,-0.00000703,0,,,,,,,,
Kepler-863 b,Kepler-863,Gaia DR2 2078549908245590400,1,15.59461874,0.00004285,-0.00004285,0,,,,,,,,
Kepler-864 b,Kepler-864,Gaia DR2 2107279803471399168,1,5.83376092,0.00001891,-0.00001891,0,,,,,,,,
Kepler-865 b,Kepler-865,Gaia DR2 2078648211455026432,1,14.16399294,0.00002463,-0.00002463,0,,,,,,,,
Kepler-866 b,Kepler-866,Gaia DR2 2102794517586604288,1,2.61703254,0.00000731,-0.00000731,0,,,,,,,,
Kepler-867 b,Kepler-867,Gaia DR2 2133767931937168512,1,150.24212700,0.00060470,-0.00060470,0,,,,,,,,
Kepler-868 b,Kepler-868,Gaia DR2 2119507506642066176,1,5.03251791,0.00002082,-0.00002082,0,,,,,,,,
Kepler-869 b,Kepler-869,Gaia DR2 2133140076439141376,1,40.42877550,0.00017990,-0.00017990,0,,,,,,,,
Kepler-87 b,Kepler-87,Gaia DR2 2086306584816171392,1,114.73635000,0.00015000,-0.00015000,0,0.481000,0.026000,-0.028000,0,324.20000,8.80000,-8.80000,0
Kepler-87 c,Kepler-87,Gaia DR2 2086306584816171392,1,191.23180000,0.00150000,-0.00150000,0,0.676000,0.037000,-0.040000,0,6.40000,0.80000,-0.80000,0
Kepler-870 b,Kepler-870,Gaia DR2 2135175478621290624,1,21.35876210,0.00011840,-0.00011840,0,,,,,,,,
Kepler-871 b,Kepler-871,Gaia DR2 2078175627609397376,1,22.04590180,0.00010720,-0.00010720,0,,,,,,,,
Kepler-872 b,Kepler-872,Gaia DR2 2078097665364576384,1,2.57885507,0.00000517,-0.00000517,0,,,,,,,,
Kepler-873 b,Kepler-873,Gaia DR2 2135506706499750656,1,20.55338440,0.00007327,-0.00007327,0,,,,,,,,
Kepler-874 b,Kepler-874,Gaia DR2 2077967888633787264,1,40.06867270,0.00010130,-0.00010130,0,,,,,,,,
Kepler-875 b,Kepler-875,Gaia DR2 2078729609672614784,1,27.50737990,0.00015360,-0.00015360,0,,,,,,,,
Kepler-876 b,Kepler-876,Gaia DR2 2105095348745153536,1,5.14438011,0.00002466,-0.00002466,0,,,,,,,,
Kepler-877 b,Kepler-877,Gaia DR2 2127712955764258048,1,18.45847097,0.00004779,-0.00004779,0,,,,,,,,
Kepler-878 b,Kepler-878,Gaia DR2 2107313098057987712,1,25.94220330,0.00010290,-0.00010290,0,,,,,,,,
Kepler-879 b,Kepler-879,Gaia DR2 2135398473324811392,1,33.38559380,0.00014200,-0.00014200,0,,,,,,,,
Kepler-88 d,KOI-142,Gaia DR2 2101507367429089664,1,1403.00000000,14.00000000,-14.00000000,0,,,,,965.14700,44.00670,-44.00670,0
Kepler-880 b,Kepler-880,Gaia DR2 2105274977158196480,1,7.71468975,0.00001918,-0.00001918,0,,,,,,,,
Kepler-881 b,Kepler-881,Gaia DR2 2127766969273092864,1,4.44448017,0.00002530,-0.00002530,0,,,,,,,,
Kepler-882 b,Kepler-882,Gaia DR2 2077988401397704320,1,3.98953967,0.00000976,-0.00000976,0,,,,,,,,
Kepler-883 b,Kepler-883,Gaia DR2 2133609705341815680,1,12.98495573,0.00003436,-0.00003436,0,,,,,,,,
Kepler-884 b,Kepler-884,Gaia DR2 2129894833510904448,1,5.69919514,0.00001359,-0.00001359,0,,,,,,,,
Kepler-885 b,Kepler-885,Gaia DR2 2132686356093801472,1,18.11472949,0.00005308,-0.00005308,0,,,,,,,,
Kepler-886 b,Kepler-886,Gaia DR2 2105673726221976576,1,6.24146367,0.00002154,-0.00002154,0,,,,,,,,
Kepler-887 b,Kepler-887,Gaia DR2 2101093092063293824,1,20.42228798,0.00009225,-0.00009225,0,,,,,,,,
Kepler-887 c,Kepler-887,Gaia DR2 2101093092063293824,1,7.63846023,0.00004957,-0.00004957,0,,,,,,,,
Kepler-888 b,Kepler-888,Gaia DR2 2134932314753757312,1,70.69790610,0.00030860,-0.00030860,0,,,,,,,,
Kepler-889 b,Kepler-889,Gaia DR2 2130131297229656832,1,3.74443900,0.00001366,-0.00001366,0,,,,,,,,
Kepler-890 b,Kepler-890,Gaia DR2 2103062523544455296,1,52.75875577,0.00003345,-0.00003345,0,,,,,,,,
Kepler-891 b,Kepler-891,Gaia DR2 2101493898411455360,1,53.44945593,0.00006578,-0.00006578,0,,,,,,,,
Kepler-892 b,Kepler-892,Gaia DR2 2105327723655307648,1,13.75210720,0.00003106,-0.00003106,0,,,,,,,,
Kepler-893 b,Kepler-893,Gaia DR2 2105847174181385600,1,6.33855761,0.00001361,-0.00001361,0,,,,,,,,
Kepler-894 b,Kepler-894,Gaia DR2 2130777191591084032,1,9.80322400,0.00003027,-0.00003027,0,,,,,,,,
Kepler-895 b,Kepler-895,Gaia DR2 2133259510888931456,1,2.80624233,0.00000817,-0.00000817,0,,,,,,,,
Kepler-896 b,Kepler-896,Gaia DR2 2105221139747765504,1,144.54739600,0.00227400,-0.00227400,0,,,,,,,,
Kepler-897 b,Kepler-897,Gaia DR2 2139225048663855872,1,8.04726420,0.00002943,-0.00002943,0,,,,,,,,
Kepler-898 b,Kepler-898,Gaia DR2 2130552994298492288,1,5.87061910,0.00002070,-0.00002070,0,,,,,,,,
Kepler-899 b,Kepler-899,Gaia DR2 2073746932220288256,1,19.17891293,0.00008075,-0.00008075,0,,,,,,,,
Kepler-9 b,Kepler-9,Gaia DR2 2099925719951103872,1,19.23891000,0.00006000,-0.00006000,0,0.143000,0.007000,-0.006000,0,43.40000,1.60000,-2.00000,0
Kepler-9 c,Kepler-9,Gaia DR2 2099925719951103872,1,38.98530000,0.00030000,-0.00030000,0,0.227000,0.012000,-0.008000,0,29.90000,1.10000,-1.30000,0
Kepler-9 d,Kepler-9,Gaia DR2 2099925719951103872,1,1.59285100,0.00004500,-0.00004500,0,0.027300,0.000420,-0.000430,0,,,,
Kepler-90 i,KOI-351,Gaia DR2 2132193431285570304,1,14.44912000,0.00020000,-0.00020000,0,,,,,,,,
Kepler-900 b,Kepler-900,Gaia DR2 2080548957816447872,1,6.99130860,0.00001434,-0.00001434,0,,,,,,,,
Kepler-901 b,Kepler-901,Gaia DR2 2101525749889208576,1,3.51749439,0.00000352,-0.00000352,0,,,,,,,,
Kepler-902 b,Kepler-902,Gaia DR2 2127832768171557632,1,40.10995470,0.00015510,-0.00015510,0,,,,,,,,
Kepler-903 b,Kepler-903,Gaia DR2 2101340791416961664,1,10.35077210,0.00005128,-0.00005128,0,,,,,,,,
Kepler-903 c,Kepler-903,Gaia DR2 2101340791416961664,1,62.92285570,0.00073530,-0.00073530,0,,,,,,,,
Kepler-904 b,Kepler-904,Gaia DR2 2101298357139960576,1,3.02166863,0.00000893,-0.00000893,0,,,,,,,,
Kepler-905 b,Kepler-905,Gaia DR2 2127811705651952000,1,5.08274652,0.00000837,-0.00000837,0,,,,,,,,
Kepler-906 b,Kepler-906,Gaia DR2 2053438127812903296,1,41.69799760,0.00015950,-0.00015950,0,,,,,,,,
Kepler-907 b,Kepler-907,Gaia DR2 2103882548762598144,1,15.86621821,0.00006487,-0.00006487,0,,,,,,,,
Kepler-908 b,Kepler-908,Gaia DR2 2076194101502797952,1,1.34059747,0.00000195,-0.00000195,0,,,,,,,,
Kepler-909 b,Kepler-909,Gaia DR2 2127259505997243648,1,13.93290318,0.00004462,-0.00004462,0,,,,,,,,
Kepler-91 b,Kepler-91,Gaia DR2 2105909326647414400,1,6.24658000,0.00008000,-0.00008000,0,0.073100,0.003400,-0.003100,0,257.44230,57.20940,-54.03110,0
Kepler-910 b,Kepler-910,Gaia DR2 2077243138673356928,1,2.36436901,0.00000883,-0.00000883,0,,,,,,,,
Kepler-911 b,Kepler-911,Gaia DR2 2073804411752924288,1,20.31050100,0.00005659,-0.00005659,0,,,,,,,,
Kepler-912 b,Kepler-912,Gaia DR2 2073907392200330112,1,2.53475627,0.00000798,-0.00000798,0,,,,,,,,
Kepler-913 b,Kepler-913,Gaia DR2 2076924314661348736,1,10.29672521,0.00003426,-0.00003426,0,,,,,,,,
Kepler-914 b,Kepler-914,Gaia DR2 2127019915540964224,1,4.40966548,0.00001193,-0.00001193,0,,,,,,,,
Kepler-915 b,Kepler-915,Gaia DR2 2127422890853328128,1,4.59489604,0.00001413,-0.00001413,0,,,,,,,,
Kepler-916 b,Kepler-916,Gaia DR2 2127452543307810432,1,32.29687980,0.00024890,-0.00024890,0,,,,,,,,
Kepler-917 b,Kepler-917,Gaia DR2 2085724496490595584,1,2.97041437,0.00000913,-0.00000913,0,,,,,,,,
Kepler-918 b,Kepler-918,Gaia DR2 2086541158751075968,1,4.85386933,0.00003676,-0.00003676,0,,,,,,,,
Kepler-919 b,Kepler-919,Gaia DR2 2086552256947163392,1,11.04603384,0.00006600,-0.00006600,0,,,,,,,,
Kepler-92 b,Kepler-92,Gaia DR2 2102224661326132864,1,13.74900000,,,0,,,,,64.30000,13.90000,-13.90000,0
